thread,sentiment
240.0,0.2606474358974359
2583.0,0.41865826086956526
533029.0,-0.03838064516129032
10096.0,0.31603749999999997
9186.0,0.006380000000000001
525985.0,-0.2833371428571428
10553.0,0.4190942857142857
3890.0,0.23372610837438423
10532.0,0.37844705882352947
2348.0,0.14176369426751592
10496.0,0.3945963636363636
516537.0,0.03669928825622776
10603.0,0.3935245098039217
1138.0,0.20901948051948047
10563.0,0.6293536585365853
8653.0,0.5138472222222222
870.0,0.2413227272727273
6591.0,0.3130829268292683
530807.0,0.03344950495049505
7419.0,0.04949302325581396
537.0,0.47769512195121944
47257.0,-0.34343571428571423
41985.0,0.6119727272727273
8360.0,-0.12432181818181821
3683.0,0.1633102257636122
524191.0,-0.3366568181818182
1028.0,0.2995190476190476
438.0,0.5403902173913042
10787.0,-0.2534204545454546
104.0,0.22551655172413795
723.0,0.39499057971014495
2636.0,0.071234693877551
40083.0,0.550306
318151.0,0.7894029411764707
230.0,0.4515590769230769
1306.0,0.4079779220779221
1830.0,0.2837541176470588
53683.0,0.40109675324675326
6813.0,0.38111142857142855
453.0,0.41227425742574264
392.0,0.3023
1119.0,-0.43454758620689654
24388.0,0.5711194029850747
634.0,0.24511290322580645
1027.0,0.4558012987012987
157809.0,0.17376129032258064
1063.0,-0.36279705882352936
732.0,0.3739039603960397
197.0,0.7102013698630136
243367.0,0.37585614035087717
10841.0,0.1967418918918919
10863.0,0.27812535211267597
408.0,0.267
10043.0,0.8718025
138791.0,0.4385258893280632
1129.0,0.40159393939393945
23082.0,0.5527522727272728
3108.0,0.4133048780487806
686.0,0.46312934782608695
12.0,0.35912222222222223
35599.0,0.5516554455445545
1071.0,0.46572
1273.0,0.6612319148936172
8154.0,0.255916091954023
2098.0,0.167119512195122
1486.0,0.03282131147540984
23587.0,0.7537762711864406
10946.0,0.3608848484848485
5954.0,0.6553825000000001
3860.0,0.38830178571428575
2094.0,0.4872744680851063
11006.0,0.24282800000000002
86452.0,-0.1941414414414415
53684.0,0.10263863636363636
53686.0,0.3653153374233129
652.0,0.06529930069930069
20.0,0.32771729957805906
479.0,-0.5436612903225807
8067.0,0.40218571428571426
375.0,0.36716329113924046
565670.0,0.0527142857142857
4919.0,0.5706487394957982
11087.0,0.0730164705882353
360611.0,0.19474715909090914
7939.0,0.16706183574879227
3129.0,0.36132173913043486
1123.0,0.32751595744680856
80.0,0.21276203090507725
3180.0,0.2844071428571429
5606.0,0.6232780487804878
11135.0,0.07490000000000002
2279.0,0.27029400000000003
8904.0,0.5853744186046513
30.0,0.4027701694915254
1450.0,0.6361657142857143
378202.0,-0.09309753086419753
34786.0,0.48025517241379306
9063.0,0.1970475
2566.0,0.3690181818181818
255.0,0.7897473684210528
11170.0,0.3062913793103449
1081.0,-0.04159
1178.0,0.4031360465116279
7100.0,0.6610089552238806
872.0,0.5231422222222222
11.0,0.30779589041095895
209.0,0.50376
10196.0,0.11135483870967741
2091.0,0.3646023255813954
586367.0,0.6099826086956522
2214.0,0.29141818181818185
586963.0,-0.045836
355568.0,0.23061190476190477
11385.0,-0.01493030303030301
11409.0,0.11040277777777778
589794.0,-0.1105029411764706
11489.0,-0.03917096774193547
590712.0,0.4693333333333334
11510.0,0.2489909090909091
4767.0,0.24172033898305081
594395.0,0.21100000000000002
595564.0,0.6401177083333334
392645.0,-0.4126764705882353
596256.0,-0.10332025316455697
327.0,0.19244571428571428
201.0,0.3890126666666667
1832.0,0.46326382978723396
601857.0,-0.15411185185185186
2280.0,0.26242624999999997
12729.0,0.2802744186046512
605526.0,-0.3432052631578948
12749.0,0.3863671875
575.0,0.3902909090909091
12755.0,0.5747333333333333
12756.0,-0.45424687500000005
55.0,0.3391215384615385
12772.0,0.29675245901639347
12821.0,0.1489323529411765
30895.0,0.17584615384615385
12862.0,0.02335000000000001
3892.0,0.5673398230088497
3123.0,0.42262857142857146
267.0,0.04885161290322583
12891.0,-0.4780645833333334
128264.0,0.12506739130434782
12918.0,0.34955405405405404
359.0,0.29845000000000005
790.0,0.14238363636363638
624319.0,0.01196428571428573
1214.0,0.35545999999999994
12955.0,0.145825
849.0,0.33605113636363637
8110.0,0.20873548387096777
609.0,0.17674193548387093
1547.0,0.18966645569620255
13001.0,-0.0009499999999999886
53685.0,0.23801222222222226
7481.0,0.30449999999999994
13029.0,0.6037225806451614
6088.0,0.19422132701421801
13267.0,-0.4215166666666667
648.0,0.2996166666666667
9451.0,0.6100787234042553
13111.0,0.55305625
56297.0,0.3213714285714286
640398.0,-0.048547826086956514
13136.0,-0.5571840909090909
37993.0,0.42073521126760566
642710.0,0.1998
382.0,0.5035104651162791
13169.0,-0.5232283018867925
13173.0,-0.29617941176470586
644954.0,-0.30411351351351346
1238.0,0.27199062500000004
13183.0,-0.04819454545454546
13188.0,0.6069970149253731
648172.0,-0.06649375
649400.0,0.4626487179487181
13233.0,0.6684154929577465
1114.0,0.25241
13261.0,0.13088163265306121
13268.0,0.3619545454545454
13270.0,0.7234267515923567
13321.0,-0.36126315789473684
492.0,-0.09405862068965518
13346.0,-0.11368260869565218
1250.0,0.2672555555555556
681.0,0.22613333333333333
353848.0,0.5066824175824176
13372.0,-0.3320685714285714
13383.0,0.5226894736842105
13384.0,0.24146428571428571
13386.0,0.222534375
13393.0,0.2254734693877551
13412.0,0.44895853658536583
13451.0,0.5284826086956521
3220.0,0.1234138888888889
13508.0,-0.027003773584905664
678322.0,0.2814617021276596
679429.0,-0.5106157894736842
15127.0,0.24883928571428568
13570.0,0.3476371428571428
1054.0,0.04972045454545455
686694.0,-0.04542131147540983
686946.0,0.38849841269841273
13598.0,0.3179295774647887
1275.0,0.3451514285714286
13657.0,-0.03496166666666666
13670.0,-0.3327140350877193
340.0,0.41490000000000005
13855.0,0.3347064516129033
175522.0,0.8355882352941176
13714.0,0.03905581395348838
700476.0,0.4240285714285714
371.0,0.3232089285714285
13745.0,0.3869094594594594
13746.0,0.38564318181818186
13750.0,0.36625135135135134
1287.0,0.3270028571428572
706591.0,-0.05873442622950819
2081.0,0.33312
351933.0,0.35712
1298.0,-0.03184864864864865
864.0,0.26587058823529414
13801.0,-0.31023999999999996
13839.0,-0.493597619047619
13865.0,0.4881777777777778
13867.0,-0.32587608695652176
13868.0,-0.026454545454545453
1312.0,0.4818026315789474
13907.0,0.3987756756756757
13915.0,0.47848939393939394
13929.0,0.2521065476190476
725868.0,0.027964285714285702
1336.0,0.5140048780487805
14704.0,0.38626666666666665
725976.0,-0.445214465408805
726058.0,-0.03965894736842107
726199.0,0.2247046875
726250.0,0.31306888888888884
1341.0,0.3488162790697674
726287.0,-0.3090714285714285
726305.0,0.5615372093023256
726306.0,0.4699230769230769
726325.0,0.3185054545454546
413344.0,-0.2191398843930636
385844.0,-0.2927994680851064
726512.0,-0.17761714285714283
13955.0,-0.23122933333333337
309585.0,0.14454193548387098
726593.0,0.6868633928571428
726597.0,0.07571139240506328
726620.0,0.03467466666666669
30983.0,0.3062055555555555
41124.0,0.23219090909090906
44250.0,0.29070454545454544
42645.0,0.39926904761904763
42635.0,0.43255000000000005
726790.0,0.2639684210526316
726817.0,0.5347333333333333
34804.0,0.39372291666666664
34658.0,0.49666428571428567
29455.0,0.5764025641025642
726937.0,0.18712432432432435
17918.0,0.3806204545454545
727033.0,0.557784126984127
727076.0,0.48994594594594604
24429.0,-0.17980873786407772
42327.0,0.19013095238095234
24551.0,0.12193633093525179
30080.0,0.4780542056074767
37660.0,0.400892
314742.0,0.4107974358974359
727257.0,0.23096610169491527
348.0,0.3093935483870969
1999.0,0.2937732142857143
727324.0,0.79872
40458.0,0.13437804878048779
38876.0,0.33022264150943387
169827.0,0.16913488372093025
8976.0,0.5638806451612903
13987.0,0.5293604166666667
314148.0,0.3645851851851851
727679.0,0.4206333333333334
727705.0,-0.22608030303030302
727717.0,0.1759525
29148.0,0.5623485714285714
727793.0,-0.09100227272727274
727803.0,0.2737888888888889
727817.0,0.5394648148148149
728017.0,0.15714848484848484
281.0,0.25075625
728082.0,0.4596147058823529
42392.0,0.7552134615384615
728247.0,-0.28365238095238093
728253.0,-0.2695241935483871
728256.0,0.657195238095238
728259.0,0.5622681818181817
2095.0,0.4749142857142856
16850.0,0.25817333333333337
35207.0,0.29082439024390244
728670.0,0.47275125000000007
40852.0,0.2928604166666667
14025.0,0.08575526315789474
17431.0,0.3343459459459459
19060.0,0.017838297872340425
14029.0,0.27238053097345133
728926.0,0.2507587301587302
28749.0,0.15996153846153843
14034.0,-0.08992807017543862
729206.0,0.6326886075949367
729431.0,0.1853090909090909
729469.0,0.16043191489361702
729522.0,0.5046621052631578
729610.0,0.37094347826086954
14073.0,0.5452785714285713
729663.0,-0.04189189189189189
35507.0,0.26661818181818187
729701.0,0.46232500000000004
38652.0,0.2413611111111111
729795.0,0.42403680555555556
729877.0,0.5607525423728813
14086.0,0.1558734375
729985.0,-0.15712480620155037
730006.0,0.510729268292683
730025.0,0.039961643835616456
730029.0,0.570503448275862
730040.0,0.3545019230769231
187122.0,0.07093030303030301
14204.0,0.24396407185628746
730106.0,0.43916874999999994
730173.0,-0.395754716981132
730176.0,0.038974311926605505
730191.0,-0.42491290322580644
730201.0,-0.0089325581395349
730214.0,0.3964123076923077
730315.0,0.37869444444444444
730321.0,0.055811538461538475
40640.0,-0.11805973154362417
303956.0,-0.13008545454545453
730752.0,0.20057058823529408
2124.0,0.4535944444444445
731016.0,0.7424196721311475
731056.0,0.41898780487804876
731084.0,0.5499433734939759
731102.0,0.009911904761904785
731127.0,0.31497540983606553
731146.0,0.12219722222222222
731202.0,-0.5110763157894735
31900.0,0.7538828571428571
731255.0,0.6557631578947369
731267.0,0.3237140186915888
731288.0,0.03361176470588236
731372.0,-0.262885
731409.0,0.28620487804878053
731416.0,-0.050714666666666665
731493.0,-0.08992647058823533
731495.0,-0.08357368421052631
731500.0,0.5638659574468085
38806.0,0.3412728395061728
731555.0,0.26926842105263155
731574.0,0.491418
731622.0,0.40266874999999996
63874.0,0.29517179487179485
731752.0,-0.08414897959183675
14146.0,0.5741482352941177
731811.0,0.5939774647887326
731866.0,0.4862485294117646
731878.0,-0.012047499999999989
39375.0,-0.0885032258064516
14153.0,-0.2696013157894736
731922.0,0.3863633663366336
731967.0,-0.14774193548387093
732045.0,0.2551645161290323
732095.0,0.3287060606060606
732099.0,0.24754324324324326
732220.0,0.44459032258064524
732272.0,-0.05988101265822781
732286.0,0.41028924731182803
732304.0,0.7498687500000001
40788.0,0.3586573770491803
732448.0,0.48411111111111105
732576.0,0.29640980392156857
732606.0,0.5066129032258064
732660.0,0.7224431818181819
732681.0,-0.1688325
732750.0,0.3110263636363636
732760.0,0.38626666666666665
31378.0,0.12727407407407407
732845.0,0.17494
14195.0,0.623867924528302
14196.0,0.3739512195121951
26594.0,0.3218607476635514
733098.0,-0.42098181818181823
733126.0,0.03969756097560976
36484.0,0.5456966666666666
733162.0,0.6164492753623189
733213.0,0.01955892857142857
733215.0,0.3136288461538462
733217.0,0.3778545454545455
733218.0,0.228575
733227.0,-0.19936949152542371
733228.0,0.5493315789473684
733237.0,0.0586487804878049
733271.0,0.5184064516129032
733316.0,0.6829576923076922
733320.0,0.72598
733323.0,-0.1466293103448276
30791.0,0.265702
14187.0,0.38752801556420235
733380.0,-0.3160756097560975
733417.0,-0.06606774193548387
733427.0,0.42128777777777776
733470.0,0.531704255319149
733479.0,0.46772941176470584
16717.0,0.5280727272727272
733541.0,-0.5489057692307693
733544.0,0.5655266666666667
733572.0,0.3344948717948718
733623.0,0.1994392857142857
733702.0,-0.24013243243243243
733750.0,-0.33289772727272726
733825.0,-0.24873670886075946
31463.0,0.361786274509804
733883.0,0.4165033898305084
733900.0,0.3341614583333334
733941.0,0.3135307692307692
733955.0,0.17651063829787228
733963.0,0.5210911111111112
734062.0,0.19872735849056603
734119.0,0.4251500000000001
734138.0,0.5403307692307691
734189.0,0.8143567567567569
734192.0,0.24389821428571426
734224.0,0.3804884057971014
734247.0,0.1365307692307692
734248.0,0.41308205128205133
734265.0,0.7176054054054053
734284.0,0.4855402843601895
734305.0,0.31948809523809524
14245.0,-0.5665818181818182
734340.0,-0.24764545454545453
734382.0,0.5344931506849315
734395.0,0.7085692307692307
734411.0,0.45666171875
40043.0,0.37356746987951805
734489.0,0.5132297872340427
40902.0,0.3602324324324324
734527.0,0.13060294117647056
734535.0,0.2661387755102041
734556.0,0.5611815789473684
14256.0,0.5574774193548386
734651.0,0.5500208333333334
734667.0,0.6202255813953488
734730.0,0.2205560975609756
734762.0,0.783988679245283
734763.0,0.6948096774193548
734770.0,0.5260483870967743
734815.0,0.2805097222222222
734817.0,0.42710781249999996
734820.0,0.6824033333333334
734978.0,-0.012789719626168244
735190.0,-0.41708181818181805
735209.0,-0.2096948717948718
735235.0,0.427846875
735251.0,-0.11637249999999999
735283.0,0.3328746031746032
735335.0,0.20037342657342655
735354.0,0.4323813333333334
735358.0,0.6750903225806452
735376.0,0.2617979310344828
735388.0,0.08054276729559749
735392.0,-0.04909074074074074
735393.0,-0.06974854368932039
735406.0,0.15630588235294113
28846.0,-0.30704090909090903
735498.0,0.4817127659574469
735506.0,-0.2165878787878788
735507.0,0.06858813559322031
735546.0,0.018728333333333333
735570.0,0.21826721311475408
735634.0,-0.09794609053497942
735662.0,0.2257739130434782
735681.0,0.2505659090909091
31496.0,0.1493436619718309
735695.0,-0.21758529411764704
213072.0,0.41617990430622015
735836.0,0.5116265625
735853.0,0.23101086956521744
735869.0,-0.2759583333333333
735991.0,0.5281142857142856
736047.0,0.28327019867549663
44251.0,0.3455964912280702
736180.0,0.09798765432098767
736198.0,0.5342515151515151
736243.0,0.5813525
736285.0,0.5096569620253164
736306.0,0.6850942148760331
736355.0,-0.04947678571428571
736399.0,0.3871175925925926
736479.0,0.7559512195121952
736535.0,0.21085486725663719
736584.0,-0.31143999999999994
736592.0,0.28039811320754715
736593.0,0.13462916666666666
736622.0,0.3107287671232877
23334.0,0.3461325581395349
14366.0,0.1743232142857143
736742.0,-0.020291428571428547
736765.0,-0.04174117647058823
736775.0,-0.3550204081632653
736796.0,0.44502
14378.0,0.5712624999999999
736850.0,0.43884799999999996
14380.0,0.4006657142857143
737053.0,0.3055919191919192
737092.0,0.6404942857142858
737096.0,0.21359512195121952
14388.0,0.150271875
737111.0,0.5374302325581396
737148.0,0.6502791666666667
737156.0,0.8774939393939394
737179.0,0.6393141304347825
737187.0,0.6619406976744185
1073.0,0.3600652173913043
737234.0,-0.2101108108108108
737250.0,0.5993701298701297
737258.0,0.4921924242424243
737269.0,0.19013870967741933
737280.0,0.4843021739130435
737283.0,0.6541806451612904
737284.0,0.43590190476190477
737288.0,0.5456624999999999
737313.0,0.59193125
737329.0,0.42837187499999996
737338.0,0.29792325581395346
737359.0,0.6327121951219512
14411.0,0.28558048780487805
42517.0,0.57715
737386.0,0.013184210526315793
737416.0,0.44243749999999993
737467.0,0.34240000000000004
737469.0,0.13928787878787877
2632.0,0.11715897435897435
737472.0,0.5130189473684211
737475.0,0.08864637681159422
737481.0,0.13423499999999997
36020.0,0.7093636363636362
737483.0,0.09024166666666666
737485.0,0.7478
737511.0,0.45671481481481485
737514.0,-0.09406000000000003
737518.0,0.36652682926829266
737529.0,0.42017373737373737
737530.0,0.4519956521739131
737552.0,-0.0257284090909091
737559.0,0.5281094736842106
737571.0,0.2536361111111111
737579.0,-0.06873902439024392
737581.0,0.710296875
737587.0,0.6418327586206897
39182.0,-0.0975425414364641
737609.0,0.5159631578947369
737621.0,0.45511964285714285
32110.0,0.5305612903225807
737653.0,-0.2214142857142857
737665.0,0.7491935483870967
737688.0,0.5441822784810125
737706.0,0.618595
737710.0,0.7540718750000001
737722.0,0.4252015384615384
14447.0,0.35157352941176473
737730.0,0.19002121212121215
737734.0,0.052370093457943946
14451.0,0.45752708333333336
737748.0,-0.31785161290322583
737758.0,-0.45400810810810815
14453.0,0.4286085714285715
737775.0,0.46637878787878784
737784.0,0.5928910714285714
737786.0,0.0055677419354838815
737806.0,0.05380000000000001
737816.0,0.403588888888889
737836.0,0.3328605769230769
737841.0,0.5053531645569621
737899.0,0.5544886363636364
737903.0,0.3881577777777778
737905.0,-0.015527027027027034
737909.0,0.3229980392156862
737914.0,0.7945880952380953
737921.0,0.5956837209302326
737940.0,0.5868758064516129
737948.0,0.456446875
737985.0,0.4597738095238095
738000.0,-0.04864736842105263
738025.0,0.20398170731707319
738026.0,-0.09986603773584903
738063.0,0.46006285714285705
738104.0,0.12840379746835442
738147.0,-0.21472600000000003
738192.0,-0.0447516129032258
738204.0,0.020914163090128755
738215.0,0.08346451612903226
738247.0,-0.025336111111111108
738275.0,-0.3879549019607843
738303.0,-0.12216999999999999
738355.0,-0.21776176470588235
738386.0,0.23538387096774196
738446.0,0.0565016393442623
14494.0,0.28854516129032254
738658.0,0.6781926829268293
738711.0,0.27103225806451614
738787.0,-0.004356250000000016
14512.0,0.4998340909090908
738829.0,0.7806283950617284
738883.0,-0.33455142857142856
14558.0,0.5889193548387097
14562.0,-0.6861184210526314
14584.0,0.4758903225806451
14585.0,0.401204347826087
14594.0,0.3035148936170213
14611.0,0.29783863636363644
14636.0,0.45496363636363635
1435.0,0.30422187500000003
14663.0,-0.3820583333333334
14712.0,0.1561625
14741.0,-0.17050175438596493
1449.0,0.40770769230769227
540.0,0.15386703296703297
14811.0,0.34366557377049173
14872.0,-0.015003225806451614
14901.0,0.0308204081632653
14921.0,-0.00951860465116279
14935.0,-0.1396273381294964
14972.0,0.4851680851063831
15005.0,0.4865029411764706
15022.0,0.11583399999999999
15055.0,0.31542666666666663
1855.0,0.3529
15069.0,0.43281967213114764
2923.0,0.2797061538461539
15083.0,-0.03311212121212122
15085.0,0.44708787878787876
15093.0,0.11693076923076924
15094.0,-0.4614815242494227
15135.0,0.3023333333333334
15137.0,0.096228125
15138.0,0.4603
15163.0,-0.07226764705882355
341.0,0.269363829787234
1497.0,0.6199372881355932
15216.0,0.556453125
15241.0,0.24716122448979594
15249.0,0.15716000000000002
15250.0,0.012644186046511623
